radius_km,mast_id,mast_lat,mast_lon,s_id,s_lat,s_lon,dist_km,chosen_by_distance,min_clear_m,los,fresnel,voids,usable
5,S0668,5.4489856,116.2702798,S0683,5.4676301,116.2678351,2.091,0,8.6,True,True,0,True
5,S0668,5.4489856,116.2702798,S0684,5.455013,116.2639664,0.968,0,8.4,True,True,0,True
5,S0668,5.4489856,116.2702798,S0685,5.451431,116.2568816,1.508,0,6.4,True,True,0,True
5,S0668,5.4489856,116.2702798,S0686,5.4356626,116.2497626,2.712,0,5.1,True,False,0,True
5,S0668,5.4489856,116.2702798,S0687,5.4457484,116.2570889,1.504,0,9.9,True,True,0,True
5,S0669,5.3997077,116.2381822,S0057,5.4228974,116.209765,4.068,0,-3.5,False,False,0,True
5,S0669,5.3997077,116.2381822,S0659,5.3797614,116.2340885,2.264,0,6.5,True,True,0,True
5,S0669,5.3997077,116.2381822,S0660,5.3629756,116.2129939,4.946,0,3.5,True,False,0,True
5,S0669,5.3997077,116.2381822,S0661,5.3621802,116.219394,4.663,0,6.5,True,True,0,True
5,S0669,5.3997077,116.2381822,S0663,5.3891572,116.240027,1.191,0,10.1,True,True,0,True
5,S0669,5.3997077,116.2381822,S0665,5.4183322,116.2561088,2.868,0,-2.9,False,False,0,True
5,S0669,5.3997077,116.2381822,S0671,5.4044747,116.2475115,1.161,0,8.0,True,True,0,True
5,S0669,5.3997077,116.2381822,S0673,5.3940265,116.2424715,0.79,0,12.3,True,True,0,True
5,S0669,5.3997077,116.2381822,S0679,5.4190511,116.2334792,2.213,0,12.0,True,True,0,True
5,S0669,5.3997077,116.2381822,S0682,5.426731,116.2391342,3.007,0,8.5,True,True,0,True
5,S0669,5.3997077,116.2381822,S0686,5.4356626,116.2497626,4.199,0,5.7,True,True,0,True
5,S0669,5.3997077,116.2381822,S0688,5.4307567,116.2278076,3.638,0,7.5,True,False,0,True
5,S0669,5.3997077,116.2381822,S0689,5.4176834,116.227837,2.304,0,9.7,True,True,0,True
5,S0669,5.3997077,116.2381822,S1076,5.4127509,116.2331743,1.553,0,10.0,True,True,0,True
5,S0670,5.4728503,116.2654893,S0062,5.4587899,116.2736526,1.806,0,10.1,True,True,0,True
5,S0670,5.4728503,116.2654893,S0664,5.4542071,116.2578834,2.237,0,1.5,True,False,0,True
5,S0670,5.4728503,116.2654893,S0667,5.4797716,116.2752866,1.33,0,8.2,True,True,0,True
5,S0670,5.4728503,116.2654893,S0668,5.4489856,116.2702798,2.706,0,6.5,True,True,0,True
5,S0670,5.4728503,116.2654893,S0674,5.4455835,116.2688726,3.055,0,10.2,True,True,0,True
5,S0670,5.4728503,116.2654893,S0675,5.4585487,116.2659994,1.591,0,10.1,True,True,0,True
5,S0670,5.4728503,116.2654893,S0676,5.4464732,116.267259,2.94,0,8.9,True,True,0,True
5,S0670,5.4728503,116.2654893,S0677,5.4816186,116.2690947,1.054,0,7.5,True,True,0,True
5,S0670,5.4728503,116.2654893,S0678,5.4582441,116.2733047,1.84,0,9.7,True,True,0,True
5,S0670,5.4728503,116.2654893,S0680,5.4623131,116.2811304,2.091,0,10.1,True,True,0,True
5,S0670,5.4728503,116.2654893,S0681,5.4719211,116.2803596,1.649,0,7.5,True,True,0,True
5,S0670,5.4728503,116.2654893,S0683,5.4676301,116.2678351,0.636,0,8.1,True,True,0,True
5,S0670,5.4728503,116.2654893,S0684,5.455013,116.2639664,1.991,0,2.6,True,False,0,True
5,S0670,5.4728503,116.2654893,S0685,5.451431,116.2568816,2.565,0,1.9,True,False,0,True
5,S0670,5.4728503,116.2654893,S0686,5.4356626,116.2497626,4.487,0,4.9,True,False,0,True
5,S0670,5.4728503,116.2654893,S0687,5.4457484,116.2570889,3.154,0,3.4,True,False,0,True
5,S0671,5.4044747,116.2475115,S0057,5.4228974,116.209765,4.654,0,5.9,True,False,0,True
5,S0671,5.4044747,116.2475115,S0659,5.3797614,116.2340885,3.124,0,-0.5,False,False,0,True
5,S0671,5.4044747,116.2475115,S0663,5.3891572,116.240027,1.894,0,0.2,True,False,0,True
5,S0671,5.4044747,116.2475115,S0665,5.4183322,116.2561088,1.811,0,-15.0,False,False,0,True
5,S0671,5.4044747,116.2475115,S0669,5.3997077,116.2381822,1.161,0,11.1,True,True,0,True
5,S0671,5.4044747,116.2475115,S0673,5.3940265,116.2424715,1.289,0,-0.5,False,False,0,True
5,S0671,5.4044747,116.2475115,S0679,5.4190511,116.2334792,2.245,0,12.0,True,True,0,True
5,S0671,5.4044747,116.2475115,S0682,5.426731,116.2391342,2.643,0,9.8,True,True,0,True
5,S0671,5.4044747,116.2475115,S0686,5.4356626,116.2497626,3.477,0,3.3,True,False,0,True
5,S0671,5.4044747,116.2475115,S0687,5.4457484,116.2570889,4.71,0,4.6,True,False,0,True
5,S0671,5.4044747,116.2475115,S0688,5.4307567,116.2278076,3.647,0,8.7,True,True,0,True
5,S0671,5.4044747,116.2475115,S0689,5.4176834,116.227837,2.627,0,9.9,True,True,0,True
5,S0671,5.4044747,116.2475115,S1076,5.4127509,116.2331743,1.835,0,11.1,True,True,0,True
5,S0673,5.3940265,116.2424715,S0057,5.4228974,116.209765,4.839,0,1.0,True,False,0,True
5,S0673,5.3940265,116.2424715,S0659,5.3797614,116.2340885,1.838,0,4.3,True,True,0,True
5,S0673,5.3940265,116.2424715,S0660,5.3629756,116.2129939,4.751,0,4.8,True,True,0,True
5,S0673,5.3940265,116.2424715,S0661,5.3621802,116.219394,4.367,0,6.8,True,True,0,True
5,S0673,5.3940265,116.2424715,S0663,5.3891572,116.240027,0.605,0,10.1,True,True,0,True
5,S0673,5.3940265,116.2424715,S0665,5.4183322,116.2561088,3.096,0,-16.3,False,False,0,True
5,S0673,5.3940265,116.2424715,S0669,5.3997077,116.2381822,0.79,0,11.1,True,True,0,True
5,S0673,5.3940265,116.2424715,S0671,5.4044747,116.2475115,1.289,0,-9.7,False,False,0,True
5,S0673,5.3940265,116.2424715,S0679,5.4190511,116.2334792,2.955,0,12.0,True,True,0,True
5,S0673,5.3940265,116.2424715,S0682,5.426731,116.2391342,3.655,0,8.7,True,True,0,True
5,S0673,5.3940265,116.2424715,S0686,5.4356626,116.2497626,4.7,0,4.7,True,True,0,True
5,S0673,5.3940265,116.2424715,S0688,5.4307567,116.2278076,4.395,0,8.7,True,True,0,True
5,S0673,5.3940265,116.2424715,S0689,5.4176834,116.227837,3.089,0,9.9,True,True,0,True
5,S0673,5.3940265,116.2424715,S1076,5.4127509,116.2331743,2.323,0,11.1,True,True,0,True
5,S0674,5.4455835,116.2688726,S0062,5.4587899,116.2736526,1.561,0,9.1,True,True,0,True
5,S0674,5.4455835,116.2688726,S0664,5.4542071,116.2578834,1.549,0,6.4,True,True,0,True
5,S0674,5.4455835,116.2688726,S0665,5.4183322,116.2561088,3.343,0,10.1,True,True,0,True
5,S0674,5.4455835,116.2688726,S0667,5.4797716,116.2752866,3.867,0,9.8,True,True,0,True
5,S0674,5.4455835,116.2688726,S0668,5.4489856,116.2702798,0.409,0,9.7,True,True,0,True
5,S0674,5.4455835,116.2688726,S0670,5.4728503,116.2654893,3.055,0,6.4,True,True,0,True
5,S0674,5.4455835,116.2688726,S0675,5.4585487,116.2659994,1.476,0,10.0,True,True,0,True
5,S0674,5.4455835,116.2688726,S0676,5.4464732,116.267259,0.204,0,10.1,True,True,0,True
5,S0674,5.4455835,116.2688726,S0677,5.4816186,116.2690947,4.007,0,8.7,True,False,0,True
5,S0674,5.4455835,116.2688726,S0678,5.4582441,116.2733047,1.491,0,10.0,True,True,0,True
5,S0674,5.4455835,116.2688726,S0679,5.4190511,116.2334792,4.904,0,1.0,True,False,0,True
5,S0674,5.4455835,116.2688726,S0680,5.4623131,116.2811304,2.303,0,5.3,True,False,0,True
5,S0674,5.4455835,116.2688726,S0681,5.4719211,116.2803596,3.193,0,8.5,True,True,0,True
5,S0674,5.4455835,116.2688726,S0682,5.426731,116.2391342,3.903,0,4.5,True,False,0,True
5,S0674,5.4455835,116.2688726,S0683,5.4676301,116.2678351,2.454,0,8.9,True,True,0,True
5,S0674,5.4455835,116.2688726,S0684,5.455013,116.2639664,1.181,0,7.5,True,True,0,True
5,S0674,5.4455835,116.2688726,S0685,5.451431,116.2568816,1.478,0,5.7,True,False,0,True
5,S0674,5.4455835,116.2688726,S0686,5.4356626,116.2497626,2.386,0,6.3,True,False,0,True
5,S0674,5.4455835,116.2688726,S0687,5.4457484,116.2570889,1.305,0,10.0,True,True,0,True
5,S0674,5.4455835,116.2688726,S0688,5.4307567,116.2278076,4.835,0,0.8,True,False,0,True
5,S0675,5.4585487,116.2659994,S0062,5.4587899,116.2736526,0.848,0,10.1,True,True,0,True
5,S0675,5.4585487,116.2659994,S0664,5.4542071,116.2578834,1.02,0,7.4,True,True,0,True
5,S0675,5.4585487,116.2659994,S0665,5.4183322,116.2561088,4.604,0,10.1,True,True,0,True
5,S0675,5.4585487,116.2659994,S0667,5.4797716,116.2752866,2.574,0,9.5,True,True,0,True
5,S0675,5.4585487,116.2659994,S0668,5.4489856,116.2702798,1.164,0,7.2,True,True,0,True
5,S0675,5.4585487,116.2659994,S0670,5.4728503,116.2654893,1.591,0,6.5,True,True,0,True
5,S0675,5.4585487,116.2659994,S0674,5.4455835,116.2688726,1.476,0,10.1,True,True,0,True
5,S0675,5.4585487,116.2659994,S0676,5.4464732,116.267259,1.35,0,8.9,True,True,0,True
5,S0675,5.4585487,116.2659994,S0677,5.4816186,116.2690947,2.588,0,3.8,True,False,0,True
5,S0675,5.4585487,116.2659994,S0678,5.4582441,116.2733047,0.809,0,9.4,True,True,0,True
5,S0675,5.4585487,116.2659994,S0680,5.4623131,116.2811304,1.726,0,10.0,True,True,0,True
5,S0675,5.4585487,116.2659994,S0681,5.4719211,116.2803596,2.177,0,8.7,True,True,0,True
5,S0675,5.4585487,116.2659994,S0682,5.426731,116.2391342,4.622,0,4.9,True,False,0,True
5,S0675,5.4585487,116.2659994,S0683,5.4676301,116.2678351,1.03,0,9.1,True,True,0,True
5,S0675,5.4585487,116.2659994,S0684,5.455013,116.2639664,0.453,0,8.4,True,True,0,True
5,S0675,5.4585487,116.2659994,S0685,5.451431,116.2568816,1.283,0,3.6,True,False,0,True
5,S0675,5.4585487,116.2659994,S0686,5.4356626,116.2497626,3.116,0,8.6,True,False,0,True
5,S0675,5.4585487,116.2659994,S0687,5.4457484,116.2570889,1.732,0,7.7,True,True,0,True
5,S0676,5.4464732,116.267259,S0062,5.4587899,116.2736526,1.542,0,9.1,True,True,0,True
5,S0676,5.4464732,116.267259,S0664,5.4542071,116.2578834,1.348,0,5.5,True,False,0,True
5,S0676,5.4464732,116.267259,S0665,5.4183322,116.2561088,3.364,0,10.1,True,True,0,True
5,S0676,5.4464732,116.267259,S0667,5.4797716,116.2752866,3.808,0,9.8,True,True,0,True
5,S0676,5.4464732,116.267259,S0668,5.4489856,116.2702798,0.436,0,8.2,True,True,0,True
5,S0676,5.4464732,116.267259,S0670,5.4728503,116.2654893,2.94,0,6.2,True,True,0,True
5,S0676,5.4464732,116.267259,S0674,5.4455835,116.2688726,0.204,0,10.0,True,True,0,True
5,S0676,5.4464732,116.267259,S0675,5.4585487,116.2659994,1.35,0,10.0,True,True,0,True
5,S0676,5.4464732,116.267259,S0677,5.4816186,116.2690947,3.913,0,6.7,True,False,0,True
5,S0676,5.4464732,116.267259,S0678,5.4582441,116.2733047,1.47,0,10.0,True,True,0,True
5,S0676,5.4464732,116.267259,S0679,5.4190511,116.2334792,4.825,0,-3.8,False,False,0,True
5,S0676,5.4464732,116.267259,S0680,5.4623131,116.2811304,2.337,0,8.0,True,True,0,True
5,S0676,5.4464732,116.267259,S0681,5.4719211,116.2803596,3.18,0,8.5,True,True,0,True
5,S0676,5.4464732,116.267259,S0682,5.426731,116.2391342,3.809,0,-0.2,False,False,0,True
5,S0676,5.4464732,116.267259,S0683,5.4676301,116.2678351,2.353,0,8.7,True,True,0,True
5,S0676,5.4464732,116.267259,S0684,5.455013,116.2639664,1.017,0,6.7,True,True,0,True
5,S0676,5.4464732,116.267259,S0685,5.451431,116.2568816,1.274,0,4.3,True,False,0,True
5,S0676,5.4464732,116.267259,S0686,5.4356626,116.2497626,2.279,0,5.6,True,False,0,True
5,S0676,5.4464732,116.267259,S0687,5.4457484,116.2570889,1.129,0,10.0,True,True,0,True
5,S0676,5.4464732,116.267259,S0688,5.4307567,116.2278076,4.704,0,-3.3,False,False,0,True
5,S0677,5.4816186,116.2690947,S0062,5.4587899,116.2736526,2.588,0,10.1,True,True,0,True
5,S0677,5.4816186,116.2690947,S0664,5.4542071,116.2578834,3.291,0,-8.6,False,False,0,True
5,S0677,5.4816186,116.2690947,S0667,5.4797716,116.2752866,0.715,0,6.3,True,True,0,True
5,S0677,5.4816186,116.2690947,S0668,5.4489856,116.2702798,3.631,0,6.1,True,True,0,True
5,S0677,5.4816186,116.2690947,S0670,5.4728503,116.2654893,1.054,0,5.9,True,True,0,True
5,S0677,5.4816186,116.2690947,S0674,5.4455835,116.2688726,4.007,0,10.1,True,True,0,True
5,S0677,5.4816186,116.2690947,S0675,5.4585487,116.2659994,2.588,0,2.0,True,False,0,True
5,S0677,5.4816186,116.2690947,S0676,5.4464732,116.267259,3.913,0,8.6,True,True,0,True
5,S0677,5.4816186,116.2690947,S0678,5.4582441,116.2733047,2.641,0,10.1,True,True,0,True
5,S0677,5.4816186,116.2690947,S0680,5.4623131,116.2811304,2.526,0,13.2,True,True,0,True
5,S0677,5.4816186,116.2690947,S0681,5.4719211,116.2803596,1.648,0,-28.8,False,False,0,True
5,S0677,5.4816186,116.2690947,S0683,5.4676301,116.2678351,1.562,0,8.6,True,True,0,True
5,S0677,5.4816186,116.2690947,S0684,5.455013,116.2639664,3.012,0,-2.9,False,False,0,True
5,S0677,5.4816186,116.2690947,S0685,5.451431,116.2568816,3.619,0,-8.8,False,False,0,True
5,S0677,5.4816186,116.2690947,S0687,5.4457484,116.2570889,4.204,0,-6.3,False,False,0,True
5,S0678,5.4582441,116.2733047,S0062,5.4587899,116.2736526,0.072,0,10.1,True,True,0,True
5,S0678,5.4582441,116.2733047,S0664,5.4542071,116.2578834,1.765,0,5.1,True,False,0,True
5,S0678,5.4582441,116.2733047,S0665,5.4183322,116.2561088,4.829,0,10.1,True,True,0,True
5,S0678,5.4582441,116.2733047,S0667,5.4797716,116.2752866,2.404,0,9.5,True,True,0,True
5,S0678,5.4582441,116.2733047,S0668,5.4489856,116.2702798,1.083,0,7.9,True,True,0,True
5,S0678,5.4582441,116.2733047,S0670,5.4728503,116.2654893,1.84,0,4.4,True,False,0,True
5,S0678,5.4582441,116.2733047,S0674,5.4455835,116.2688726,1.491,0,9.9,True,True,0,True
5,S0678,5.4582441,116.2733047,S0675,5.4585487,116.2659994,0.809,0,10.0,True,True,0,True
5,S0678,5.4582441,116.2733047,S0676,5.4464732,116.267259,1.47,0,8.6,True,True,0,True
5,S0678,5.4582441,116.2733047,S0677,5.4816186,116.2690947,2.641,0,8.8,True,True,0,True
5,S0678,5.4582441,116.2733047,S0680,5.4623131,116.2811304,0.977,0,10.0,True,True,0,True
5,S0678,5.4582441,116.2733047,S0681,5.4719211,116.2803596,1.71,0,8.2,True,True,0,True
5,S0678,5.4582441,116.2733047,S0683,5.4676301,116.2678351,1.207,0,9.9,True,True,0,True
5,S0678,5.4582441,116.2733047,S0684,5.455013,116.2639664,1.094,0,9.7,True,True,0,True
5,S0678,5.4582441,116.2733047,S0685,5.451431,116.2568816,1.969,0,1.8,True,False,0,True
5,S0678,5.4582441,116.2733047,S0686,5.4356626,116.2497626,3.619,0,5.8,True,False,0,True
5,S0678,5.4582441,116.2733047,S0687,5.4457484,116.2570889,2.27,0,6.1,True,False,0,True
5,S0679,5.4190511,116.2334792,S0057,5.4228974,116.209765,2.66,0,6.6,True,False,0,True
5,S0679,5.4190511,116.2334792,S0659,5.3797614,116.2340885,4.369,0,8.2,True,True,0,True
5,S0679,5.4190511,116.2334792,S0663,5.3891572,116.240027,3.402,0,10.1,True,True,0,True
5,S0679,5.4190511,116.2334792,S0664,5.4542071,116.2578834,4.752,0,-2.1,False,False,0,True
5,S0679,5.4190511,116.2334792,S0665,5.4183322,116.2561088,2.506,0,10.1,True,True,0,True
5,S0679,5.4190511,116.2334792,S0669,5.3997077,116.2381822,2.213,0,9.3,True,True,0,True
5,S0679,5.4190511,116.2334792,S0671,5.4044747,116.2475115,2.245,0,10.1,True,True,0,True
5,S0679,5.4190511,116.2334792,S0673,5.3940265,116.2424715,2.955,0,13.1,True,True,0,True
5,S0679,5.4190511,116.2334792,S0674,5.4455835,116.2688726,4.904,0,-2.7,False,False,0,True
5,S0679,5.4190511,116.2334792,S0676,5.4464732,116.267259,4.825,0,-5.2,False,False,0,True
5,S0679,5.4190511,116.2334792,S0682,5.426731,116.2391342,1.059,0,9.9,True,True,0,True
5,S0679,5.4190511,116.2334792,S0685,5.451431,116.2568816,4.436,0,-0.1,False,False,0,True
5,S0679,5.4190511,116.2334792,S0686,5.4356626,116.2497626,2.581,0,7.6,True,True,0,True
5,S0679,5.4190511,116.2334792,S0687,5.4457484,116.2570889,3.955,0,3.4,True,False,0,True
5,S0679,5.4190511,116.2334792,S0688,5.4307567,116.2278076,1.445,0,8.9,True,True,0,True
5,S0679,5.4190511,116.2334792,S0689,5.4176834,116.227837,0.643,0,9.1,True,True,0,True
5,S0679,5.4190511,116.2334792,S0769,5.4328911,116.1968184,4.34,0,2.8,True,False,0,True
5,S0679,5.4190511,116.2334792,S1076,5.4127509,116.2331743,0.701,0,7.8,True,True,0,True
5,S0680,5.4623131,116.2811304,S0062,5.4587899,116.2736526,0.916,0,8.5,True,True,0,True
5,S0680,5.4623131,116.2811304,S0664,5.4542071,116.2578834,2.727,0,6.3,True,False,0,True
5,S0680,5.4623131,116.2811304,S0667,5.4797716,116.2752866,2.046,0,-7.2,False,False,0,True
5,S0680,5.4623131,116.2811304,S0668,5.4489856,116.2702798,1.908,0,8.8,True,True,0,True
5,S0680,5.4623131,116.2811304,S0670,5.4728503,116.2654893,2.091,0,5.0,True,True,0,True
5,S0680,5.4623131,116.2811304,S0674,5.4455835,116.2688726,2.303,0,9.9,True,True,0,True
5,S0680,5.4623131,116.2811304,S0675,5.4585487,116.2659994,1.726,0,10.1,True,True,0,True
5,S0680,5.4623131,116.2811304,S0676,5.4464732,116.267259,2.337,0,8.6,True,True,0,True
5,S0680,5.4623131,116.2811304,S0677,5.4816186,116.2690947,2.526,0,3.2,True,False,0,True
5,S0680,5.4623131,116.2811304,S0678,5.4582441,116.2733047,0.977,0,10.1,True,True,0,True
5,S0680,5.4623131,116.2811304,S0681,5.4719211,116.2803596,1.072,0,8.3,True,True,0,True
5,S0680,5.4623131,116.2811304,S0683,5.4676301,116.2678351,1.586,0,10.0,True,True,0,True
5,S0680,5.4623131,116.2811304,S0684,5.455013,116.2639664,2.066,0,9.6,True,True,0,True
5,S0680,5.4623131,116.2811304,S0685,5.451431,116.2568816,2.944,0,3.1,True,False,0,True
5,S0680,5.4623131,116.2811304,S0686,5.4356626,116.2497626,4.565,0,6.6,True,False,0,True
5,S0680,5.4623131,116.2811304,S0687,5.4457484,116.2570889,3.236,0,6.8,True,False,0,True
5,S0681,5.4719211,116.2803596,S0062,5.4587899,116.2736526,1.638,0,9.2,True,True,0,True
5,S0681,5.4719211,116.2803596,S0664,5.4542071,116.2578834,3.173,0,8.3,True,True,0,True
5,S0681,5.4719211,116.2803596,S0667,5.4797716,116.2752866,1.038,0,-13.1,False,False,0,True
5,S0681,5.4719211,116.2803596,S0668,5.4489856,116.2702798,2.784,0,9.0,True,True,0,True
5,S0681,5.4719211,116.2803596,S0670,5.4728503,116.2654893,1.649,0,10.1,True,True,0,True
5,S0681,5.4719211,116.2803596,S0674,5.4455835,116.2688726,3.193,0,10.2,True,True,0,True
5,S0681,5.4719211,116.2803596,S0675,5.4585487,116.2659994,2.177,0,10.2,True,True,0,True
5,S0681,5.4719211,116.2803596,S0676,5.4464732,116.267259,3.18,0,9.0,True,True,0,True
5,S0681,5.4719211,116.2803596,S0677,5.4816186,116.2690947,1.648,0,-26.7,False,False,0,True
5,S0681,5.4719211,116.2803596,S0678,5.4582441,116.2733047,1.71,0,10.2,True,True,0,True
5,S0681,5.4719211,116.2803596,S0680,5.4623131,116.2811304,1.072,0,10.2,True,True,0,True
5,S0681,5.4719211,116.2803596,S0683,5.4676301,116.2678351,1.466,0,10.1,True,True,0,True
5,S0681,5.4719211,116.2803596,S0684,5.455013,116.2639664,2.613,0,8.6,True,True,0,True
5,S0681,5.4719211,116.2803596,S0685,5.451431,116.2568816,3.456,0,6.9,True,True,0,True
5,S0681,5.4719211,116.2803596,S0687,5.4457484,116.2570889,3.886,0,10.2,True,True,0,True
5,S0682,5.426731,116.2391342,S0057,5.4228974,116.209765,3.279,0,8.2,True,False,0,True
5,S0682,5.426731,116.2391342,S0663,5.3891572,116.240027,4.179,0,10.2,True,True,0,True
5,S0682,5.426731,116.2391342,S0664,5.4542071,116.2578834,3.693,0,3.0,True,False,0,True
5,S0682,5.426731,116.2391342,S0665,5.4183322,116.2561088,2.098,0,10.1,True,True,0,True
5,S0682,5.426731,116.2391342,S0668,5.4489856,116.2702798,4.244,0,1.9,True,False,0,True
5,S0682,5.426731,116.2391342,S0669,5.3997077,116.2381822,3.007,0,7.8,True,True,0,True
5,S0682,5.426731,116.2391342,S0671,5.4044747,116.2475115,2.643,0,10.1,True,True,0,True
5,S0682,5.426731,116.2391342,S0673,5.3940265,116.2424715,3.655,0,13.1,True,True,0,True
5,S0682,5.426731,116.2391342,S0674,5.4455835,116.2688726,3.903,0,7.2,True,False,0,True
5,S0682,5.426731,116.2391342,S0675,5.4585487,116.2659994,4.622,0,-0.4,False,False,0,True
5,S0682,5.426731,116.2391342,S0676,5.4464732,116.267259,3.809,0,1.7,True,False,0,True
5,S0682,5.426731,116.2391342,S0679,5.4190511,116.2334792,1.059,0,8.4,True,True,0,True
5,S0682,5.426731,116.2391342,S0684,5.455013,116.2639664,4.177,0,1.0,True,False,0,True
5,S0682,5.426731,116.2391342,S0685,5.451431,116.2568816,3.377,0,4.0,True,False,0,True
5,S0682,5.426731,116.2391342,S0686,5.4356626,116.2497626,1.54,0,10.1,True,True,0,True
5,S0682,5.426731,116.2391342,S0687,5.4457484,116.2570889,2.902,0,7.8,True,True,0,True
5,S0682,5.426731,116.2391342,S0688,5.4307567,116.2278076,1.331,0,9.3,True,True,0,True
5,S0682,5.426731,116.2391342,S0689,5.4176834,116.227837,1.605,0,9.2,True,True,0,True
5,S0682,5.426731,116.2391342,S0735,5.4612709,116.2149548,4.681,0,-11.7,False,False,0,True
5,S0682,5.426731,116.2391342,S0769,5.4328911,116.1968184,4.734,0,5.5,True,False,0,True
5,S0682,5.426731,116.2391342,S1076,5.4127509,116.2331743,1.689,0,8.7,True,True,0,True
5,S0683,5.4676301,116.2678351,S0062,5.4587899,116.2736526,1.175,0,10.1,True,True,0,True
5,S0683,5.4676301,116.2678351,S0664,5.4542071,116.2578834,1.855,0,8.2,True,True,0,True
5,S0683,5.4676301,116.2678351,S0667,5.4797716,116.2752866,1.582,0,6.6,True,True,0,True
5,S0683,5.4676301,116.2678351,S0668,5.4489856,116.2702798,2.091,0,6.8,True,True,0,True
5,S0683,5.4676301,116.2678351,S0670,5.4728503,116.2654893,0.636,0,5.9,True,True,0,True
5,S0683,5.4676301,116.2678351,S0674,5.4455835,116.2688726,2.454,0,10.1,True,True,0,True
5,S0683,5.4676301,116.2678351,S0675,5.4585487,116.2659994,1.03,0,10.1,True,True,0,True
5,S0683,5.4676301,116.2678351,S0676,5.4464732,116.267259,2.353,0,8.9,True,True,0,True
5,S0683,5.4676301,116.2678351,S0677,5.4816186,116.2690947,1.562,0,9.0,True,True,0,True
5,S0683,5.4676301,116.2678351,S0678,5.4582441,116.2733047,1.207,0,9.9,True,True,0,True
5,S0683,5.4676301,116.2678351,S0680,5.4623131,116.2811304,1.586,0,10.1,True,True,0,True
5,S0683,5.4676301,116.2678351,S0681,5.4719211,116.2803596,1.466,0,9.9,True,True,0,True
5,S0683,5.4676301,116.2678351,S0684,5.455013,116.2639664,1.467,0,4.7,True,False,0,True
5,S0683,5.4676301,116.2678351,S0685,5.451431,116.2568816,2.171,0,6.1,True,True,0,True
5,S0683,5.4676301,116.2678351,S0686,5.4356626,116.2497626,4.079,0,9.5,True,True,0,True
5,S0683,5.4676301,116.2678351,S0687,5.4457484,116.2570889,2.708,0,6.5,True,False,0,True
5,S0684,5.455013,116.2639664,S0062,5.4587899,116.2736526,1.151,0,9.3,True,True,0,True
5,S0684,5.455013,116.2639664,S0664,5.4542071,116.2578834,0.679,0,8.5,True,True,0,True
5,S0684,5.455013,116.2639664,S0665,5.4183322,116.2561088,4.17,0,10.1,True,True,0,True
5,S0684,5.455013,116.2639664,S0667,5.4797716,116.2752866,3.025,0,9.7,True,True,0,True
5,S0684,5.455013,116.2639664,S0668,5.4489856,116.2702798,0.968,0,7.8,True,True,0,True
5,S0684,5.455013,116.2639664,S0670,5.4728503,116.2654893,1.991,0,6.1,True,False,0,True
5,S0684,5.455013,116.2639664,S0674,5.4455835,116.2688726,1.181,0,10.1,True,True,0,True
5,S0684,5.455013,116.2639664,S0675,5.4585487,116.2659994,0.453,0,7.4,True,True,0,True
5,S0684,5.455013,116.2639664,S0676,5.4464732,116.267259,1.017,0,9.3,True,True,0,True
5,S0684,5.455013,116.2639664,S0677,5.4816186,116.2690947,3.012,0,6.4,True,False,0,True
5,S0684,5.455013,116.2639664,S0678,5.4582441,116.2733047,1.094,0,9.3,True,True,0,True
5,S0684,5.455013,116.2639664,S0680,5.4623131,116.2811304,2.066,0,10.0,True,True,0,True
5,S0684,5.455013,116.2639664,S0681,5.4719211,116.2803596,2.613,0,8.7,True,True,0,True
5,S0684,5.455013,116.2639664,S0682,5.426731,116.2391342,4.177,0,5.8,True,False,0,True
5,S0684,5.455013,116.2639664,S0683,5.4676301,116.2678351,1.467,0,9.0,True,True,0,True
5,S0684,5.455013,116.2639664,S0685,5.451431,116.2568816,0.88,0,3.9,True,False,0,True
5,S0684,5.455013,116.2639664,S0686,5.4356626,116.2497626,2.665,0,7.8,True,False,0,True
5,S0684,5.455013,116.2639664,S0687,5.4457484,116.2570889,1.281,0,8.5,True,True,0,True
5,S0684,5.455013,116.2639664,S0688,5.4307567,116.2278076,4.827,0,-12.3,False,False,0,True
5,S0685,5.451431,116.2568816,S0062,5.4587899,116.2736526,2.029,0,9.2,True,True,0,True
5,S0685,5.451431,116.2568816,S0664,5.4542071,116.2578834,0.328,0,10.0,True,True,0,True
5,S0685,5.451431,116.2568816,S0665,5.4183322,116.2561088,3.681,0,10.1,True,True,0,True
5,S0685,5.451431,116.2568816,S0667,5.4797716,116.2752866,3.753,0,9.7,True,True,0,True
5,S0685,5.451431,116.2568816,S0668,5.4489856,116.2702798,1.508,0,7.5,True,True,0,True
5,S0685,5.451431,116.2568816,S0670,5.4728503,116.2654893,2.565,0,-9.0,False,False,0,True
5,S0685,5.451431,116.2568816,S0674,5.4455835,116.2688726,1.478,0,10.1,True,True,0,True
5,S0685,5.451431,116.2568816,S0675,5.4585487,116.2659994,1.283,0,3.0,True,False,0,True
5,S0685,5.451431,116.2568816,S0676,5.4464732,116.267259,1.274,0,9.8,True,True,0,True
5,S0685,5.451431,116.2568816,S0677,5.4816186,116.2690947,3.619,0,-10.7,False,False,0,True
5,S0685,5.451431,116.2568816,S0678,5.4582441,116.2733047,1.969,0,10.1,True,True,0,True
5,S0685,5.451431,116.2568816,S0679,5.4190511,116.2334792,4.436,0,-2.7,False,False,0,True
